episode,season,scene_id,location,scene_text,dominant_emotion,emotion_scores
S02E02,2,S02E02_SCENE_5,OUTSIDE INTERROGATION ROOM,"Brett: We pulled the security footage from the hospital. Foggy: I got ten men going over it right now. Brett: Any leads? Foggy: I was hoping you had something. Let's let him change. You two wanna step outside with me for a sec? Brett: Now, the DA's office is sending someone over to talk you through Witness Protection options. Foggy: Today? Brett: Yeah, right now. And listen, take whatever deal they offer, okay? You don't wanna mess with this psycho. Karen: So you do have a lead. Brett: I ever tell you what Clemons used to say? Gotta treat witnesses like mushrooms. Feed 'em shit, and keep 'em in the dark. That scum's on a need to know. Foggy: So fill us in. Who's bankrolling this guy? Who does he work for? Brett: The DA's office says the shooter's independent. Vigilante type, targeting different crime families. And not in a... a Daredevil way. In a Death Wish way. Foggy: Holy shit. Brett: Yeah. Daredevil kicks ass, this whole city cheers like we just won the World Series. But this guy? He does it, and the streets get bloody. Makes everybody stop and think twice about the whole ""hero"" proposition. Karen: Well, what do you think? Brett: The whole force is split. Some cops want him off the street, others think he's making our jobs a whole lot easier. But if you ask me, it's only a matter of time before the wrong person gets caught in the crossfire. Foggy: Yeah, you put it that way, I guess copycats were inevitable. Brett: No, it's not the first, just the latest. Karen: Yeah, we call them ""Devil Worshippers."" Nutjobs inspired by the Devil of Hell's Kitchen. Shit, most of 'em are just ineffectual idiots, but this guy... all my years on the force, I've never seen anything like him. Brett: Oh. Shit, it's not an assistant, it's the actual DA. Foggy: That's Reyes? Brett: In all her defense-attorney-destroying glory. Foggy: How do I look? Karen: Uh, semi-professional. Foggy: No, Foggy, I'm kidding. You'll be fine. Karen: Okay. Reyes: Are they the ones that brought in Grote? Foggy: Um, Franklin Nelson, of Nelson and Murdock. This is my associate, Karen Page. Reyes: Officers, I want you to prepare Mr. Grote for transport. Foggy: Excuse me, but, transport where, exactly? Reyes: Once he's in our custody, I want you to personally handle all the arrangements. Foggy: Just to put it out there, our client's already given us a list of his conditions. Reyes: Mr. Nelson, have you ever negotiated a witness protection agreement? Foggy: Well... speaking for my firm, I can attest that we're all very fast learners. Reyes: The District Attorney appreciates your efforts, but our office will be handling the case from here. Karen: Excuse me. Grotto is our client. Reyes: And it would be in Mr. Grote's best interest for you to recuse yourselves so he can bring in a legal team with more expertise. Karen: You mean someone you can push around. Foggy: We had enough expertise to handle Wilson Fisk. Reyes: I'll say this once, Mr. Nelson. If, God willing, your firm doesn't collapse under the weight of the chickens and the fruit baskets you've been collecting from your indigent clientele, there will come a time when you need to ask a favor of the District Attorney's office. And depending on how this situation resolves, that favor will either be forthcoming or permanently withheld. Am I making myself clear? Foggy: Of course. Now... if we're through? Karen: I'm sorry. Just one sec. About that favor... you wouldn't happen to have the number for the U.S. Attorney's office? Reyes: Oh, never mind, I got it. Uh, U.S. Department of Justice... Office of Enforcement Operations. Foggy: What the hell are you doing? Karen: Zealously protecting my client's rights. Local DA's don't have jurisdiction over the witness protection program. That's solely determined by the U.S. Attorney's office, a.k.a. the Feds, who are probably just as douchey as you are, but at least they can deliver on their promises... Reyes: Enough. You want to play this game? Fine. I'll give your client witness protection. But you know what I'll need in return? Foggy: What? Reyes: Everything. Every scrap of information he has on every criminal enterprise he's ever been involved with. Names, dates, locations. All of it. Karen: We can work with that. Reyes: Good. Because if you can't, then you can explain to Mr. Grote why he's going to spend the rest of his very short life looking over his shoulder. Reporter: ...the so-called ""Punisher"" who police believe is responsible for multiple gang-related massacres throughout the city. Authorities are asking anyone with information to come forward... Matt: I know you're out there.",anger,"{""anger"": 0.21194141019474377, ""disgust"": 0.052176025780764496, ""fear"": 0.10943942991170016, ""neutral"": 0.15818968415260315}"
S02E02,2,S02E02_SCENE_6,BULLETIN - BEN URICH'S DESK,"Ellison: Mitchell! Mitchell: Yeah? Ellison: Where's that piece on the Punisher? Mitchell: Almost done, chief. Ellison: Well, finish it. I want it up on the site in an hour. Mitchell: You got it. Ellison: And get me everything you can on this guy. I want to know who he is, where he came from, what makes him tick. Mitchell: Great. Ellison: Yeah. Mm-hmm. Karen: You think, uh... you think he's crazy? Matt: Uh, the Punisher? No. I think he was inevitable. Karen: Inevitable? How so? Matt: Maybe... maybe we created him. All of us. The moment that we let Daredevil, or the Devil of Hell's Kitchen, or whatever it is... Karen: There's... there's no connection. Matt: Well, actually, I think it's a pretty straight line, Matt. Daredevil practiced vigilante justice in our backyard and we applauded him for it. I know that I did. And we never stopped to think that maybe... his actions could open the door for men like this. Men... men with guns. Men who think that the law belongs to them. Karen: There... there's a difference. Matt: Well, I don't see it. Not anymore. Karen: Yeah, well... Daredevil never killed anyone. Matt: Well, not that we know of. Karen: There's something about this city that makes good people want to shoot their way out of bad situations. Matt: You think this ""Punisher"" could be a good person? Karen: No. No, I'm just saying... he could be any one of us. Matt: I'm gonna get back to Foggy. You know he hates prepping cases alone. Karen: Right. Matt: Uh, if you need anything at all... Karen: No, I won't. Matt: ...you just let us know, okay? Karen: Okay, thanks. Thank you for coming around. Karen: Wait, Matt, I, um... We care about you. You're worth keeping around.",anger,"{""anger"": 0.21194141019474377, ""disgust"": 0.052176025780764496, ""fear"": 0.10943942991170016, ""neutral"": 0.15818968415260315}"
S02E02,2,S02E02_SCENE_7,MELVIN POTTER'S WORKSHOP,"Melvin: How far away was this guy when he hit you? Matt: Four or five feet. Why? Melvin: He could've killed you. And one inch in either direction, your face would be spaghetti. I mean, look at that shot placement. Matt: I got lucky. Melvin: Yeah, maybe. Or maybe it was a warning shot. He could've finished you off, but didn't. Matt: Talk about getting your bell rung. Can you fix it or not? Melvin: I promised Betsy I wouldn't do anything illegal anymore. Matt: I'm not a criminal, Melvin. Melvin: You don't have a badge, either. Matt: Look, the man who did this has already killed dozens in Hell's Kitchen. How much longer before innocent people start getting caught in his crossfire? Melvin: Yeah? You sure he didn't follow you here? Matt: I would never allow that to happen. Melvin: Okay, it's just you'd never allow yourself to be shot in the head before. Matt: I gave you my word, Melvin. When I promised to protect you and Betsy, remember? Melvin: I remember. It's just I can't just fix this. Matt: Why not? Melvin: You gotta understand, it's not just the cracked part that's broken. The crack makes the whole thing fragile like a bird egg. I gotta make you a new one. Matt: Okay, well, how long is that gonna take? Melvin: I don't know, a couple days, maybe? If I don't sleep. Matt: What can you do for me tonight? Melvin: I don't know. Reinforce the cracks. Replace some of the padding. Matt: Yeah, good. Do it. Melvin: Okay, but it won't keep you safe. Matt: I thought that's what you wanted me to do. Melvin: We keep each other safe, don't we? Isn't that our deal? Matt: Yeah, just do your best, Melvin. Okay? Melvin: Are you sure you're ready to go out again? Matt: Do I look ready?",anger,"{""anger"": 0.21194141019474377, ""disgust"": 0.052176025780764496, ""fear"": 0.10943942991170016, ""neutral"": 0.15818968415260315}"
S02E02,2,S02E02_SCENE_8,DOCKS - WAREHOUSE,"Irish Thug 1: Hey, boy. Good boy. Good boy. Irish Thug 2: Jimmy and the boys are unloading the trailer. We're breaking this down for parts. Come on. Irish Thug 1: Hey... No, no, no! Don't! Don't!",anger,"{""anger"": 0.21194141019474377, ""disgust"": 0.052176025780764496, ""fear"": 0.10943942991170016, ""neutral"": 0.15818968415260315}"
S02E02,2,S02E02_SCENE_9,POLICE SURVEILLANCE VAN - OPERATION,"Reyes: Reyes. Are we in position? Over. Officer: Eyes on Brass. He's moving. He's moving northeast to the warehouse. Reyes: How far out? Officer: Five minutes. Reyes: Sending in Grote in five. Grotto: This is the frigging wire you want me to wear? Why don't I just carry a video camera with me and a guy with a boom mic? Foggy: Relax, Grotto, you'll be fine. Reyes: Look, either you are the luckiest man in Hell's Kitchen, or someone up there thinks you're worth saving. Grotto: I really hope that's true. Officer 2: We're all set on our end. Grotto: Well, good for you, lady. Me? I got some serious reservations about this shit. Reyes: Should I be concerned? Foggy: All we need is for Brass to admit he's dealing drugs again. Okay, he doesn't have to say where, he doesn't have to say to who. Just get him to confirm it. All right? Don't make it the first question. Don't even make it the second one. Get there organically. You'll be in and out before you know it. Karen: He's got no reason not to trust you. Grotto: No? Look at this thing. It's like an eight-track player around my neck. Reyes: You came to us for a deal, Grotto. You wanna walk, walk. We can always find someone else. After recent events, we've got plenty of exciting prospects. Lots of low-lives are looking to get out of the crime business for good. Grotto: I don't doubt that. Reyes: Good. You know where we stand then. Foggy: Maybe you should do some counseling, Counselor. Hopefully before I change my mind. Reyes: This is not a deal you walk away from. Grotto: Not alive, no. Foggy: You get them Brass and they get you away from the psychopath hunting you. Grotto: It ain't just him. What if it's Brass puts a bullet in me? What if the Irish got wind I'm doing this? Foggy: They didn't. When Fisk went away, so did a lot of corrupt cops. No one's palms are getting greased anymore. We're getting you out. Clean. Grotto: Yeah. Doesn't feel like getting out. Feels like getting in. Deeper than before. Karen: No, you're not. Grotto, this is your second chance. Just don't say anything incriminating, you'll be fine. Grotto: You serious? Is he serious? Foggy: No. Karen: Is that a concern? Foggy: No, I'm kidding. You're covered. That's why we're here. Just let the other guy do all the talking... and you'll walk out of there alive. Grotto: Fine. Reyes: These are your orders for witness protection. Golden ticket. It's, uh, legally binding until midnight. Upon which, if not executed, they turn into the Great Pumpkin, Charlie Brown. Grotto: What? Reyes: Nothing. Foggy: Let's go. It's time. Grotto: Bet these assholes are sending me to Florida. Karen: Actually, they are. Grotto: Did I tell you I hate Florida? Karen: Only about a thousand times. Grotto: Thank you. Karen: You're welcome. Grotto: Kiss for good luck, sweetheart? Karen: I'll take it. Foggy: Uh, so did you hear anything from Matt? Karen: Um, he said he's feeling a little better. Uh, something about turning in early. Foggy: Oh, that's good. Karen: Yeah. I'm sure he's fine. Officer: It's showtime. Officer: Target's inside the perimeter. Reyes: Target? Foggy: Only an expression, Nelson. Don't get your panties in a bunch. Reyes: Stay with him. Foggy: What the hell is he doing? Karen: Uh, from the look of the thing, I'd say he's trying not to crap his pants.",anger,"{""anger"": 0.21194141019474377, ""disgust"": 0.052176025780764496, ""fear"": 0.10943942991170016, ""neutral"": 0.15818968415260315}"
S02E03,2,S02E03_SCENE_1,MATT'S CHILDHOOD - FLASHBACK/DREAM,"Maggie: Stay down, Matty. Don't get up. You need rest.",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_10,ROOFTOP - THE ULTIMATUM,"Punisher: I'm losing patience, Red. Matt: Don't you dare shoot him. Punisher: That's a bad idea. You see, he'll kill again. Can't live with that, Red. Can you? Grotto: I'll leave the city. I won't come back. Punisher: Shut up. Shut up. Take the shot. Matt: Go to hell. Punisher: Too late. Matt: Why are you doing this? Punisher: 'Cause you need to understand that pieces of shit like this ruin people's lives. Matt: Killing him's not gonna bring anybody back. Punisher: No, but it will keep him from hurting anybody else. Grotto: No, I won't do it again, I swear. Punisher: I'm gonna count down. Five— Grotto: Look, shoot him. Shoot him! Punisher: Four— Matt: Look, shoot. Hey, I'm gonna hand him over to the police myself. I'm gonna make sure he pays for what he's done, Frank. Punisher: Three— Grotto: Shoot him! Do it! Punisher: Take the shot, Red, take the shot. Matt: No. Punisher: You don't do it, his death's on you. Either way, you're a killer. Punisher: Two— Matt: What kind of choice is that? Punisher: The kind I make every time I pull the trigger. The kind I'm gonna make right now. Grotto: Help me. Grotto: Oh, God. I'm dying. God, I'm dying. Matt: Stay still. Stay still. I'm gonna get you out of here. I'm gonna get you out of here. Matt: I'm gonna get you out of here. Grotto: No, put me down. Grotto: Why didn't you stop him? Matt: I'm sorry.",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_11,DOGS OF HELL CLUBHOUSE - BUILDING,"Biker 1: What the hell was that? Biker 2: Come on, let's go! Everybody on me. Come on! Biker 2: Let's go! Come on. Let's go! Punisher: One batch, two batch. Penny and dime. Biker 3: There he is. Come on! Punisher: You're done, now, Red. They're coming for you. Only way you get out of this, is if you grow wings.",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_12,HALLWAY - DAREDEVIL VS BIKERS,"Biker 1: Open the goddamn door! Now! Come on! Biker 2: There he is! Resident: What the hell's going on? Biker 1: Shut up, old man. Matt: Drop the gun. Drop it! You okay, sir? Resident: Yes. Matt: Get in your apartment. Lock the door. Resident: What about you? Matt: I'm good.",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_13,EPIC HALLWAY FIGHT - ONE-TAKE SEQUENCE,,anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_14,DRAMATIC MUSIC PLAYING,,anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_15,END OF EPISODE,,anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_2,ROOFTOP - PRESENT - MATT CHAINED,"Matt: No, no! Punisher: Morning, sunshine.",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_3,THEME MUSIC PLAYING,,anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_4,WAREHOUSE CRIME SCENE - MORNING,"Reyes: Someone better be getting my car. Officer: Bundy's five minutes out. Reyes: Keep the press out of here. No statements or photos until we get this place spotless. We control the narrative. Officer: Of course. And before you leave, Mr. Nelson and Miss Page wanted a word. Reyes: Ugh. Foggy: Just one? Can I get that in writing? Karen: Oh, because written agreements suddenly mean something to you? Reyes: You wanted your client in witness protection, right? My offer's still valid for 23 minutes. Foggy: Grotto's gone. Reyes: Too bad. Karen: You used our client for bait! Reyes: That's a pretty big allegation— Foggy: Allegation? Look around! This was a shit show! He could have died. Reyes: Let's be real honest here. No bullshit. Your firm is small-time. Your 15 minutes were up after Union Allied. Right now, you are way out of your league. Won't take much to sell that you're the ones that compromised this operation. Foggy: What? Reyes: Say that story goes public. The story that your incompetence endangered the life of your client, neighborhood civilians, and the brave officers of the NYPD. Foggy: You are saying that you would blame us for this? Reyes: I never said that. Did I say that? I didn't hear it. Stay away from this case. Karen: Nothing? Hmm? Not even a little support? Foggy: All the legal kung fu in the world wouldn't have won that fight. Karen: Her office could bury us. We shouldn't have pushed it. Foggy: Yeah, well, you didn't push anything. I know how these assholes operate. We have to play it their way. Just for now. Karen: But then what next? All right, Matt promised Grotto we would protect him, so did I! I'm gonna call Matt now. Let's see if he's recuperated enough to help us out. Foggy: All right, I'm gonna go back to the office. I'm gonna see if I can find a way that Reyes doesn't skin us alive.",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_5,ROOFTOP - MATT AND FRANK,"Punisher: They say you don't hear the bullet that gets you. Always thought that sounded like a bunch of bullshit to me. How about you, Red? When I cracked off your forehead the other night— did you hear that? Matt: Ahh! Punisher: You can bash against your chains all night. Only way you get out of here, only way you walk free, is if I want you to. Know that. Matt: Why didn't you take my mask off? Punisher: Don't give a shit about who you are. Matt: You killed everyone else. Why am I still alive? Matt: Huh? I got in your way twice now and you don't strike me as someone who just lets that happen. Military grade hardware. You seem to know your way around it. Matt: And you sure carry yourself like a soldier. Punisher: What are you gonna do with all this? Matt: I'll do what's required. Punisher: Yeah.",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_6,METRO-GENERAL HOSPITAL - EMERGENCY ROOM,"Man 1: We've been waiting six hours! Man 2: Come on, lady. Man 1: Come on! Foggy: Claire, damn it, pick up. If you get this, I'm in the ER. We need to talk. Foggy: Holy shit. Biker: Why don't you stop hasslin' me and go after the psycho who blew away my crew! Man 2: That's him! That's the guy! Foggy: Excuse me, I'm looking for a nurse named Claire? I believe she works the night shift. Nurse: If she's here, she's busy. Foggy: Could you just point me in the right direction? Nurse: Are you injured? Foggy: No. Nurse: Do you wanna be? Mr. Carver? We can see you now. Man 3: Why you telling me to wait? You've been telling me this for like an hour already. Man 4: Hey, get your hands off me! I didn't say nothin'. Come on! Man 5: Oh, man, that's our boy. He got jumped. Emt: I know your cousin. I know where you live. Man 5: No, he's no good. I'm sittin', man, all right? I'm not startin' nothin'. Emt: Just relax, all right? Man 5: That's what you tell me? Emt: I'm not gonna tell you again. Quiet! Sit down! Man 5: Yeah? We're not startin' nothin', man! He's the one that started it, all right? Emt: You keep it up, you're out of here. Man 6: You're a dead man, you understand? As soon as you get out. Claire: Hey, listen up. Police are waiting to take you into custody. The last thing I need is for you to come back here in two weeks, asking what happened, and blaming one of our people for your mistakes. Hey, so let me put this simply. Yesterday, you had five fingers. But tonight, you got loaded and decided to hit up a rival clubhouse. So now you have two. Biker 2: We're at war, lady. Claire: Listen to me. Had five. Now two. Your fault. That clear? Good. The meds should kick in soon. Foggy: Claire. Foggy Nelson. We have a mutual friend. Remember me? Claire: Shit.",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_7,MURDOCK & NELSON LAW OFFICE,"Karen: Nelson and Murdock, may I help you? Grotto: What the hell was that? Karen: Grotto? Grotto, where are you? Grotto: Like I'd tell you shit after what went down. Karen: Are you hurt? Grotto: Forget all that. You gonna help me out or not? Karen: Uh, yeah, uh, we'll try— Grotto: Try? Look, you have to believe me, we had no idea what Reyes was planning— Karen: Shut up! Shut up! Goddamn lawyers, you're all alike. Runnin' your mouths, all that fancy talk— All the time you're just stickin' it to guys like me. Grotto: Grotto— Karen: You made promises, lady! Grotto: You broke every one of 'em. Karen: I know. I'm sorry. Karen: Listen, Grotto, the police are coming after you. You have to come in. Grotto: All that shootin', it was— it was 'cause of him, wasn't it? The psycho from the hospital? Karen: Yeah. Grotto: Shit. Shit. He's never gonna stop. Karen: Look, the DA knows she screwed up. We can go back to her. We can lock in witness protection— Grotto: I'm done makin' deals, sweetheart. I've got my own plan now, gettin' outta this hellhole while I'm still breathin'. You tell that donut of a lawyer and the blind man, they can kiss my ass. Karen: Grotto, please— Grotto: You can go to hell.",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_8,ROOFTOP - CONTINUED,"Matt: This another one of your missions? That's why we're here, isn't it? Matt: How many will this make? Matt: I'm guessing you've done this, what— ten, maybe 20 times? Matt: How long's it been? Six months, a year— or your whole life? Something tells me you don't take breaks. You know, no one else has to die. Matt: You could stop now. Walk away. Punisher: Walk away? Could you do that? Could you walk away? Matt: Yeah. Matt: What is that, midnight? Punisher: St. Matthew's. Matt: You a Catholic? Punisher: Once. Matt: From New York? Punisher: Once. Matt: You still go to Mass? Punisher: Stop now, Red. Matt: Stop? Punisher: Stop digging. Matt: Ah. You know, a funny thing about New York— few people are actually from here. The ones who are— they don't leave. They can't, they, uh— They feel like the city's a part of them. You know? Until one day, something changes. Maybe they get older. And then they have to leave, they have to get out. See the world, maybe. Maybe they enlist? Where'd they send you? Punisher: You a shrink, Red? Matt: Now, come on, you must be something when you're not wearing the long johns, right? Punisher: I'm just a guy. Matt: Yeah? You ever been to war? Punisher: No. Matt: Yeah— then don't talk about it. Punisher: I've seen some fights. Matt: Sure you have. Punisher: Well, I almost had you beat. Matt: You talk about trading hands on a rooftop, Red. I'm talking about shit, okay? Shit that you ain't been in. Punisher: I know one thing. Matt: What's that? Punisher: War changes people. Sometimes they see things they can't unsee. Come home to find home's not there anymore. It changed. Matt: Or maybe they did. Punisher: Yeah, fair enough. Matt: I'm just saying, I know it can be hard. Punisher: Do you? You know it can be hard? You run around this city in a pair of little boy's pajamas and a mask. You go home at night, right? Take that mask off, maybe you think it wasn't you who did those things, maybe it was somebody else. Well, see, soldiers— we don't wear masks, yeah? We don't get that privilege. Matt: You know what I think? Punisher: What's that? Matt: You're still at war. Punisher: Oh, for crying out loud. So, you charge by the hour, doc, or what? Matt: Why am I here? Punisher: Everything you do out there in the streets, Red, it doesn't work. Did you know that? Matt: Oh, and what you're doing is better? Punisher: What I do, I just do. It's out of necessity. Matt: Come on. You know you're not the only one, right? Who did you lose? Huh? Was it someone you loved? Well, boo-hoo. Let me tell you something, buddy. Everybody's lost someone. Doesn't mean you have to do this. Punisher: Well, loss doesn't work the same for everybody, Red. Matt: Yeah, that's right. It's clearly not working for you. Punisher: Maybe not. We don't get to pick the things that fix us, Red. Make us whole. Make us feel purpose. My moment of clarity? It came from the strangest of places. Matt: What kind of name is The Devil of Hell's Kitchen, anyway? I mean, really? Punisher: I didn't ask for that name. Matt: I'm sorry, I don't see you running from it. Punisher: I don't do this to hurt people. Matt: Yeah, so what is that, just a job perk? Punisher: I don't kill anyone. Matt: Is that why you think you're better than me? Punisher: No. Matt: Is that why you think you're a big hero? Punisher: It doesn't matter what I think or what I am. People don't have to die. Matt: Come on, Red. You believe that? Punisher: I believe it's not my call, and it ain't yours either. Matt: Yeah? So, whose call is it then, Red, huh? Some dirtbag? Punisher: The system's broken. Matt: Yeah, you're goddamn right it is. But you wanna know what the difference is between you and me? Punisher: What's that? Matt: I'm not the one who's breaking it. These people, the people you wanna k*ll, maybe they're, I don't know, criminals. They've done some bad things. Some real bad things, but they're still human beings. Punisher: What? Matt: They have loved ones, they have family. Punisher: So what? So do I. You see, Red, I think there's a difference between justice and punishment. Matt: Yeah? What's that? Punisher: You see, I guess maybe at one time you and I, you know... we were the same. But then you couldn't live with yourself. Coward couldn't make the call. Matt: What call? Punisher: The only one that matters! The one where you don't k*ll people! Matt: What the hell are you talking about? Punisher: Come on, Red. You run around in the dark... with this holier-than-thou attitude. Tell me, what good's that doing? Huh? You know what I think? I think you're terrified... of ever crossing that line. You know... the one where you go from being a man... to being something else. Matt: What line? Punisher: The one I crossed a long time ago. And I look at you... and I see weakness. I see vulnerability. Worst part is you don't even know it. What you can't see is how damn weak you are. And you know what? That's gonna get you k*lled. Matt: Yeah? How? Punisher: These people, you try to lock them up in a cage. You think that's gonna work? Matt: It's gotta. Punisher: It doesn't work, Red. These men, these people... you're not gonna kill them. They're gonna get out. And they're gonna hurt people! Matt: Not if I can help it. Punisher: What are you gonna do, huh? You gonna lock them up? You gonna turn them in? Matt: Yeah. Punisher: What makes you think they're scared of that? These people, you know what they are? They're aholes. Degenerates. They don't give a shit about the law. About right and wrong. About anybody but themselves. Matt: You think I don't know that? Punisher: I think you do. But I think there's a part of you that can't accept it. Matt: Yeah? What part's that? Punisher: The part that thinks that there's some good in everyone. That thinks that we all deserve a second chance. That thinks there's hope. You know what? That part of you is gonna get you k*lled. Matt: Maybe you're right. But I'd rather die believing in people... than live knowing I'm part of what's killing them. Punisher: We'll see.",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E03,2,S02E03_SCENE_9,HOSPITAL - CLAIRE AND FOGGY,"Claire: Not here. And he's not uptown, either. Nothing in the morgues. Wherever our friend's spending the night, it ain't in a hospital. Foggy: Guess that's as good a news as I'm gonna get. Claire: Hey, man, with friends like these— Foggy: He's gonna be fine. I've seen him in action. Claire: I'm gonna go. Thanks. Foggy: You know, you're good with people. Claire: Yeah, I'm a real charmer. Foggy: I'm serious. The only thing I ever saw stop a thug mid-fight was a bigger thug. Claire: Yeah, I like to keep it thuggish. Foggy: And our mutual friend? Claire: I wish things could've been different between us. He's a very complicated man— and that, I don't need. But maybe this city needs him. Claire: And I know he needs you. Matt made a mistake when he let you go. Foggy: What makes you think he did?",anger,"{""anger"": 0.3132769929038154, ""disgust"": 0.16145435637897915, ""fear"": 0.054277618726094566}"
S02E04,2,S02E04_SCENE_1,IRISH PUB - WAKE,"Rory: May your neighbors respect you... trouble neglect you... the angels protect you... and heaven accept you. Mmm? To better days. Irish Men: Cheers. All: Cheers. Irish Man 1: Hey! Hey, hey, hey. Irish Man 2: Hey, who is that guy? Rory: Easy, lads. Irish Man 3: Whoa, whoa, whoa. Rory: Finn. Finn: Caught the first flight soon as I heard. Rory: Yeah... Terrible circumstances. But it sure is good to see you. Be a good lad. Go fetch our friend Finn a drink. It's Rory... isn't it? Finn: This is him, then? Rory: I didn't want him to follow my footsteps... but he insisted. He came over to make his fortune and now, look. Two cents to his name. He was a good kid, Finn. And now he's dead. Finn: You know, maybe you've been out of the game too long to remember. Death... is part of the deal. Rory: Leave it, leave it. Irish Man: Holy shit. Jesus... Finn: Cheers. Yous all all right, yeah? Irish Men: Oh, yeah. Finn: Yeah? Irish Men: Yeah. Finn: Now, this bloody shooter, he stole $1.2 million of my money. Man takes my son. I lose a boy. He takes my money. I'm getting it back. We will beat every mother's son in this city till I have my money in my hands, and this shooter's on his knees, alive. Or there'll be more of you shining the inside of a box! Do you hear me? Get out! Get out! Move! Let's go!",sadness,"{""anger"": 0.1576545238494873, ""disgust"": 0.22102581337094307, ""neutral"": 0.08090045054753621, ""sadness"": 0.0712313453356425}"
S02E04,2,S02E04_SCENE_10,WAREHOUSE - LATER,"Finn: You're awake. Good. Now we can have a proper conversation. Frank: Where's my dog? Finn: Your dog? Is that what you're worried about? Not the fact that you're about to die? Frank: Where is he? Finn: He's fine. For now. But that can change. Depends on how cooperative you are. Frank: What do you want? Finn: My money. You took $1.2 million from me. I want it back. Frank: I don't have your money. Finn: Then where is it? Frank: I gave it away. Finn: You gave it away? To who? Frank: Does it matter? Finn: It matters to me! That was my money! Frank: It's on 48th and 10th. Finn: Just let him... Just let him go, you asshole, let him go. Thug: He's an animal lover. That's sweet. Finn: Take him out. Come on, let's go. Now, if you don't mind... I'll keep you alive until the cash is safe at hand. Frank: Yeah? Finn: 48th and 10th. Yeah, make it quick. And watch your backside. Thug: Get him. Finn: Yeah, I think it went well. Thug 2: Yeah, it's the same old story. Finn: I know, I know. I hear ya. Thug 2: What are you gonna do about it, right? Finn: Ah, nothing. Yeah. Yeah, I got the case. Hold on. Yeah, the money's all here, Mr. Finn. Thug: Wait, wait, there's something else. Son of a bitch. He's loose. Get down here. Jimmy! Shaun! Jimmy! Jimmy! Shaun!",sadness,"{""anger"": 0.1576545238494873, ""disgust"": 0.22102581337094307, ""neutral"": 0.08090045054753621, ""sadness"": 0.0712313453356425}"
